system_id,artTitle,artUrl,artDate,artCatagory,artContent,dataSource
447,趙少康強調韓國瑜「公開講重要」 柯：「他講對」 但私下才真｜東森新聞,https://news.ebc.net.tw/news/article/399828,2024-01-08 14:37:00,政治,好朋友只是朋友，還是朋友，不能夠佔有；這是歌詞，也是韓國瑜柯文哲最近狀況，都是因為韓國瑜這句話。國民黨不分區立委候選人韓國瑜：「柯文哲的這場選舉是空氣槍，非常的熱鬧但是不會贏。親愛的柯文哲支持者，再一次拜託大家把選票全部轉回來好不好。」民眾黨總統候選人柯文哲：「趙少康講對了，他說公開場合講得比較重要，我跟你講私下講，私下場合講的才是真的。」韓國瑜登高一呼，讓還想蹭韓來搶選票的柯文哲，願望恐怕落空。選舉最後階段，國民黨造勢，同樣的訴求就是四個字，集中選票。國民黨總統候選人侯友宜：「所以我們要集中選票，支持在野最強的力量候選人，侯友宜趙少康。」台北市長蔣萬安：「懇請所有高雄鄉親，一起集中選票。」前台大校長管中閔：「集中力量不要猶豫，集中力量集中選票。」國民黨主席朱立倫：「拜託大家集中選票，給改革的國民黨一個機會。」韓粉音樂人劉家昌也公開呼籲韓粉郭粉都是中華民國派，藍綠對決生死關頭，都會挺身而出。看到有人拿國旗跑錯場，投給選不上，只會扯中華民國後腿的柯P，乎藍忽綠的變色龍竟給中華民國派侯康配扣紅帽陷害人。六成民眾希望政黨輪替，只是這股力量藍白瓜分，所有選戰最後階段，國民黨頻頻喊出集中選票，達成最終目標。,EBC
448,受害家屬身分談廢死 王欣儀喊話賴清德「該清楚表態」｜東森新聞,https://news.ebc.net.tw/news/article/399832,2024-01-08 14:47:00,政治,國民黨台北市議員王欣儀：「廢死是列在民進黨的黨綱當中，賴清德今天是總統參選人，他也是民進黨的黨主席，難道他們不應該要在選前把他們這些態度立場，跟民眾表達清楚了。」台北市議員王欣儀拖著癌症病體還是要上廣播專訪，因為死刑議題，她有切深之痛，親姊姊就是被人慘忍殺害。國民黨台北市議員王欣儀：「警方是在台南把她（姐姐）找到了，事實上案發是在高雄，她當時念高雄海專，那個兇手還故意把她棄屍到台南的嘉南藥專去。」認為死刑以受害者家屬角度，不能廢除。國民黨台北市議員王欣儀：「有人會講說一命換一命，他（兇手）再10條命，100條命都換不回來，但是這是他（受害家屬）起碼的交代。」賴辦發言人陳世凱：「廢死的議題我們從來沒有閃躲，台灣現在沒有廢死，台灣現在沒有廢死，所以沒有廢死的這個議題他們或許是沒有什麼議題可以打，所以不斷不斷跳針式，提出這樣的議題。」有廢死聯盟，現在王欣儀也要籌組對抗，替受害者家屬發聲。國民黨台北市議員王欣儀：「為什麼有廢死聯盟，而沒有反廢死聯盟來跟他們對抗，為什麼我們現在的司法說法通通都是保障加害者的人權，就會宣告我們要來籌組，成立這個反廢死正義聯盟。」死刑存廢再度因為選舉成為話題，王欣儀公開挑戰民進黨，敢不敢清楚表態。,EBC
449,政治觀察室／賴稱反廢死「是中國介選」拒談 藍營緊咬狂轟｜東森新聞,https://news.ebc.net.tw/news/article/399870,2024-01-08 18:06:00,政治,選前倒數每個議題都是關鍵，賴清德被對手緊咬說他對廢死議題逃避不表態，他更說「反廢死好像就是中國介選。」侯友宜在高雄的造勢場合，再度提起現在執政黨相關的一些弊端，還有他如果當選的話，一定會把神主牌拿下來，除廢死之外，還有台獨議題以及非核家園。為何談到非核家園呢？侯友宜說高雄很多人都在吸所謂的燃煤，甚至在高雄肺癌還是全台致癌的第一名，質疑大家難道是用肺在發電嗎？他說如果當選總統的話，會把三個民進黨的神主牌給拿下來。更提到說對於廢死這一題，如果賴清德現在就不理的話，那你選後還會理人民的訴求嗎？趙少康也不忍說，「根本就是對受害家屬的二度傷害」，三組總統候選人對於廢死的議題，至少柯文哲有提到，「不執行死刑的話就終身監禁」，態度講得很明白。不過賴清德沒什麼表態，侯友宜則狂攻這個議題。不論廢死或反廢死，每個人的價值觀不太一樣，但是領導人的決定，還有面對問題的態度就成為一個攻防的關鍵。而如果您面對廢死的態度不夠明確的話，張善政也講了，「難道能夠期待他，未來能夠好好領導國家嗎？」談到廢死，就不得不談到最近在校園割頸案中的家屬，公開信提到他們是反廢死的。台灣的廢死聯盟再度po文表示，「如果你用報仇為由允許國家奪取性命，本質上就是對社會侮辱，甚至不符合民主社會人性尊嚴原則，也不符合國際法。」這篇po文出來之後，馬上引來更多的網友砲轟，說「廢死聯盟，被害者難道沒有活下去的權利嗎？其他人的人權呢？選前發這種文顯然是向社會還有被害者家屬來宣戰嗎？」選前廢死議題持續發酵，恐怕也成為這一場選戰最後決定中間選民的關鍵議題。,EBC
450,政治觀察室／綠票倉鬆動？醫界截圖曝挺藍 賴轟：亂開支票｜東森新聞,https://news.ebc.net.tw/news/article/399871,2024-01-08 18:34:00,政治,醫藥界真的鬆動了嗎？有台大醫師曝光說醫生群組截圖透露，裡面有好幾個醫師的line群組一面倒的轉向挺藍營。這是怎麼回事呢？選戰倒數最後起風了嗎？時間很快，本週年2024總統人選就會曝光了。不過長期被視為是民進黨鐵票倉的醫藥界已經開始鬆動了嗎？主要是台大醫生施景中曝光，醫生群組中，一個政策真的是很深得醫生的心。就是趙少康拋出的健保給付一點一元政策，明顯讓很多醫生收入增加，這樣一個政策讓很多醫藥界的醫生，過去可能是支持綠營的，現在可能已經開始鬆動自己的立場。更有人醫生向全聯會建議說，「不要用臉去蹭對方的臀部。」這樣的一個消息一出來之後，選舉起風了。當然也有比較支持綠營的醫生認為是謠言，根本就是亂開的選舉支票，沒有精算過。甚至還說，這樣子會不會讓健保崩盤。而關於醫界LINE群組瘋傳，賴清德也表示，「我本身就是醫生，我最瞭解醫界的困境。」那麼，在藍營很明顯現在看起來似乎想要操作棄保嗎？韓國瑜開打棄保戰，資深音樂人也是深藍背景的劉家昌，對韓粉、郭粉喊話了，「不要投給一個選不上，而且會扯中華民國後腿的柯文哲。」他還直接嗆柯文哲是變色龍，甚至點名他過去的一些種種。而且還對於韓粉、郭粉喊話，「接下來就要選舉了，要把選票集中」。現在藍跟綠選舉主軸，在藍營棄柯保侯的氛圍相當濃厚，不過侯友宜並沒有鬆口這四個字，他主要還是強調集中選票，畢竟他希望保留未來還有機會聯合政府的空間。那韓國瑜在六日的時候已經提到柯文哲是空氣槍，「看起來很熱鬧，但是不會贏。」不過這件事情其實柯文哲也有說，他私下跟韓國瑜講的這些話並不太一樣，趙少康也有說，「韓國瑜可能只是安慰你柯文哲而已」。前總統馬英九也說了，棄柯保侯這件事情「一定要這樣」，現在藍營全面開打棄保仗，選情更加混沌不明了。賴清德如何看待棄柯保侯？賴清德表示「如果要籌組聯合政府，大家可以從君悅之亂就可看出來，所謂聯合政府基本上只是一個競選的口號，並不是為了國家的長治久安，謀求的是個人跟政治的利益關係」，選戰倒數五天藍綠互攻，賴清德直指藍營操作棄保組聯合政府，只是謀求自己個人的利益。現在總統大選最後一哩路，藍綠白候選人就看什麼樣的議題能夠拋出來，爭取最多中間選民多數。,EBC
451,直搗賴清德本命區 侯友宜：南部人不欠民進黨｜東森新聞,https://news.ebc.net.tw/news/article/399873,2024-01-08 19:17:00,政治,聽到侯友宜本人來了，顧不得頭上還是染髮膏，阿姨衝出來熱情比讚，還有這位阿伯騎著鐵馬一路狂追，國民黨總統候選人侯友宜：「（3號3號），（3號3號謝謝）。」戰車穿梭大街小巷，也有來自香港的觀選團來了解台灣政壇動態。侯友宜來到賴清德本命區，都有支持者站出來揮舞國旗，即使台南被視為綠營票倉，侯友宜也要全力搶攻，國民黨總統候選人侯友宜：「我們要政黨輪替，做不了換人，30年的台南市，民進黨執政夠了，中央（執政）8年也夠了。」侯友宜除了鞏固基本盤，還要補強南部和中間選民，國民黨總統候選人侯友宜：「南部人台南市民，沒欠民進黨啦，他們已經賺飽飽了，吐出來，還給台南人民好嗎？」力拚翻轉南部選票，侯友宜瞄準民進黨執政下的貪腐爭議，國民黨總統候選人侯友宜：「南部的弊案，南部人都看不下，光電爐渣都在賴清德任內發生，這些弊案你想要查嗎？你到底有沒有要查？」侯友宜連兩天南部掃街激動催票，要喚起選民出門投票動力，國民黨總統候選人侯友宜：「支持在野最強的力量，侯友宜、趙少康做事情讓你萬事OK，讓民主的進步，愈來愈強愈來愈好，不是民進黨做到民主倒退。」對民進黨的批評講都講不完，侯友宜狂打民進黨貪腐，要把選票通通收進口袋。,EBC
452,搶攻賴清德本命區 柯文哲台南車掃有人歡迎也遇倒讚｜東森新聞,https://news.ebc.net.tw/news/article/399875,2024-01-08 19:25:00,政治,扯開嗓門賣力揮手拜票，選前黃金周，第一個上班日柯文哲進攻賴清德，本命區台南車隊掃街，民眾反應兩樣情，柯辦工作人員：「這個路邊大姊也是非常開心。」支持者衝出店家，邊跳邊熱情揮手，但也有路邊阿北看到柯文哲，噓聲連連比出倒讚，抵達終點站時，綠白狹路相逢，支持者：「柯文哲柯文哲。」支持者賣力揮旗吶喊，恰巧賴清德車隊，從柯粉們眼前經過，比聲勢比大聲就是輸人不輸陣，上午高雄場還有粉絲自發性組成車隊跟隨，現場支持者排成長長人龍，等著要和柯文哲合照握手要簽名，連掃街休息時間也沒閒著，面對選情進入倒數，各界也關注柯文哲對選後聯合政府的內心想法，民眾黨總統候選人柯文哲：「國民黨到選前，他講那個，我也知道他在幹什麼，他在操作棄保，常常是這樣動機不良。」柯文哲話鋒一轉，再提韓國瑜喊話，在野集中選票，柯文哲再自爆，民眾黨總統候選人柯文哲：「私下講私下場合，講的才是真的，韓國瑜怎麼講侯友宜，拜託我只是說，不想在公開場合講。」韓國瑜本人被問到這事情，低調不回應，韓辦發聲明表示，跟柯文哲是老友，但是為了下架民進黨，要做智慧的選擇，韓市長要說的話，在舞台上已經講得很清楚，集中選票，對國民黨民眾黨，還有全體人民都好，不願自己淪為大選邊緣人，柯文哲還在衝聲量，引發各界議論。,EBC
453,高端合約爭議 藍白齊喊：EUA審查資料須公開｜東森新聞,https://news.ebc.net.tw/news/article/399877,2024-01-08 19:33:00,政治,民進黨高端爭議延燒，民眾黨總統候選人柯文哲，大聲疾呼要綠營把幕後黑箱全部公開，民眾黨總統候選人柯文哲：「那個EUA是怎麼過的，從一期二期到後來EUA，那些還有採購過程，還有更重要的是，後面股票怎麼操作的。」國民黨總統候選人侯友宜：「薛瑞元部長還跑去他的競選總部，在那裡不知道在密商什麼，是不是在串證湮滅證據呢？」自從賴清德同意公開合約後，到選前倒數時刻遲遲沒下文，藍白緊咬高端議題猛攻，在野更要求立院在選前，得召開臨時會針對高端合約，進行專案報告，民進黨總統候選人賴清德：「對於高端合約的公布，我的態度沒有改變，那我們就交給國會，好好來討論，我相信真理會越辯越明。」就在立院臨時會召開前，國民黨再出招公布，高端股東會音檔曝光，疑似疫苗學術論文，想找美國國衛院掛名，沒想到遭對方拒絕，錄音檔：「掛名可能對我們，要跟整個比較有知名度的，一集雜誌會比較有幫助。」立委（國）鄭正鈐：「掛名就是貢獻，然後很開心的笑，這個就是騙這個就是騙。」藍委重炮抨擊，高端黑幕重重，要求民進黨政府給大眾一個交代，民進黨卻反諷藍營選情告急才出此下策，立委（民）柯建銘：「侯友宜選情很差了吧，轉移他的凱旋苑土地問題，轉移焦點黔驢技窮。」朝野協商前綠營說得很酸，但是經過各黨團協商，邀請行政院長陳建仁，9號到立院針對高端專案報告，種種疑雲爭議能否在選前公開透明，朝野持續攻防。,EBC
454,綠營「醫界鐵票」鬆動？侯嗆：賴當醫生沒關心醫護｜東森新聞,https://news.ebc.net.tw/news/article/399878,2024-01-08 19:41:00,政治,長期以來醫界都是綠營優勢區，現在侯康配提出醫護加薪，檢討健保點值政見，漸漸起風了，民進黨總統候選人賴清德：「我是來自醫界，對醫界所面臨的困難最了解，不要相信為了選舉，才亂開支票的人。」國民黨總統候選人侯友宜：「趙少康跟我說這些問題，他們就開始擔心了，民進黨不分區有拿到一個，是醫護同仁的代表嗎？所以大家很不滿。」醫師賴群組流出畫面，有人提到，「對醫師沒有誠意的黨，選到就是害大家」，還有人說，「醫師全聯會理事長已經被執政黨收編，真的要換黨執政才能真正去爭取福利」，台大婦產科名醫施景中就表示，醫師友告訴他，綠軍醫護票將大崩盤，不分區名單公布後走山，潘孟安、賴清德、薛瑞元都沒有警覺，這次執政黨沒提健保改革亮點，卻被趙少康一次提出，想見綠支持者繼續崩盤「醫界很清楚看得出來，誰在想辦法要解決，醫療界的問題，這是很大的差異。」民進黨立委林靜儀：「我在群組看到，大家的醫療人員，會有不同的支持者聲音，藍白陣營的聲音是沒有這麼大。」對於民進黨來說，是鐵板一塊的醫師界，現在隨著民進黨不分區，只有一席醫師背景，還不是大家預期中的代表，相比之下，國民黨不分區第五名婦產科權威陳菁徽、安泰醫院院長蘇清泉、前彰化醫師公會理事長蔡明忠、心理專業李玉蟬藥師沈采穎，再加上侯康配提出完整醫護政見，一來一往這塊鐵板也鬆動了。,EBC
455,賴清德本命區車掃 台南鄉親熱情衝上路喊凍蒜｜東森新聞,https://news.ebc.net.tw/news/article/399880,2024-01-08 20:05:00,政治,選前黃金周車掃，賴清德首日從屏東出發，一路回防台南本命區。支持者：「支持二號賴清德蕭美琴。」與在地立委一區一區地毯式掃街，沿途不少鄉親揮舞自製海報，有人從店裡衝到路上，激動揮舞旗幟，還有騎士自發性一路跟車，給賴清德滿滿溫暖，經過死對頭李全教競選總部不忘叫陣。麥克風手：「懇請鄉親不要讓黑金復辟。」展現主場優勢，一面持續強打中國介選，外界關注中國是否會在選前進一步終止ECFA，此時國民黨副總統趙少康出奇招，喊話國台辦選前別再派共機擾台。民進黨總統候選人賴清德：「這對話耐人尋味，為什麼過去，只要中國文攻武嚇，趙少康批評從來不是中國，要求只限投票之前，為什麼不是以後通通不要來，顯然是為了選舉。」喊話票別投藍白，賴清德有信心延續勝選氣勢。民進黨總統候選人賴清德：「往北前進總統府，有它的道理存在，更何況八年前四年前，蔡英文總統也是走這條路，這條路也是勝選之路。」選前黃金周，賴清德來到台南，展現老市長的魅力，前後任市長一起站上車隊掃街，衝刺勝選最後一哩路。,EBC
456,即／國民黨台中大團結 盧秀燕2不宣示：媽媽會留在家裡｜東森新聞,https://news.ebc.net.tw/news/article/399881,2024-01-08 20:16:00,政治,今（8）日晚間，國民黨在台中烏日高鐵附近舉辦盛大造勢活動，為了選舉集結重兵、大咖雲集，現場更湧入超過6萬支持者，場面十分浩大。造勢現場，台中市長盧秀燕公開宣誓「自己不會選總統、副總統」，表示一年前就是第一個這樣表態的政治人物，並指出國家的大建設不是在做北部，就是在做高雄，台中都很容易被忽略，因此要繼續留在台中、建設台中，高喊「媽媽會留在家裡」。盧秀燕繼續說明，不但想要台中好，也想要中部各縣市好，「照顧周遭的縣市」就是盧秀燕留在台中、守護台中的理由；此外，盧秀燕更指出，預算非常有限，但是施政滿意度不但是六都第一名，還多次是全國二十二縣市的第一名。盧秀燕強調，未來為了讓台中能有可靠的中央政府可以依賴，為了中央和地方的發展，呼籲選民支持政黨輪替。根據主辦單位統計，今（8）日國民黨在台中的造勢活動，已湧入超過6萬名支持者，現場更是大咖雲集，包含台北市長蔣萬安、台中市長盧秀燕、前高雄市長韓國瑜、國民黨主席朱立倫以及侯友宜、趙少康等共同亮相，共同宣誓救台灣，場面十分壯觀。,EBC
457,籌組「反廢死正義聯盟」 聽受害者經歷王欣儀也淚崩｜東森新聞,https://news.ebc.net.tw/news/article/399882,2024-01-08 20:55:00,政治,台北市議員王欣儀才剛接受癌症手術，還是抱病出席記者會籌組反廢死正義聯盟。王欣儀聽到其他受害者聲明眼淚潰堤，因為他的姊姊也被殘忍殺害，非常能夠感同身受。也呼籲三組候選人簽下公約，明確表態到底支不支持廢死。國民黨立委候選人林國春：「站在所有警察、檢察官的立場，因為看過太多不幸的現場了。」聽了太多不幸，台北市議員王欣儀忍不住情緒潰堤，因為這些悲慘的故事，他都能感同身受。台北市議員（國）王欣儀：「一個花樣年華的姐姐，就在她19歲的生命，被39刀奪去她的性命，我跟我的父母親到現在都還是活在傷痛，跟陰影當中。」王欣儀的姐姐遭到殺害棄屍，以被害者家屬身分，質疑現今法律都是在保護被害人，所以他們要成立反廢死聯盟。台北市議員（國）王欣儀：「我們未來將會來籌組，成立反廢死正義聯盟，來保護來關心，來關懷未來這些受害者，跟受害者家屬，為他們來發聲，為他們來捍衛權益，為他們來對抗廢死聯盟。」公開呼籲三組候選人簽下公約，明確表態之不支持廢死，尤其是民進黨賴清德，呼籲講清楚。賴辦發言人陳世凱：「廢死的議題，我們從來沒有閃躲，台灣現在沒有廢死，台灣現在沒有廢死，所以沒有廢死的這個議題，他們或許是，沒有什麼議題可以打，所以不斷不斷跳針式提出這樣的議題。」國民黨立委候選人羅智強：「死刑現在沒有廢除，但死刑執行了嗎？賴清德就直接站出來，簽這個公約不就結束了，那就告訴大家你反對廢死，而且要要求今天現在死刑犯，依法執行死刑。」死刑存廢再度因為選舉成為話題，國民黨組成反廢死正義聯盟，要民進黨明確表態是廢死，還是反廢死。,EBC
458,網傳疑與蔡總統對話音檔 羅致政：境外介選｜東森新聞,https://news.ebc.net.tw/news/article/399888,2024-01-08 22:45:00,政治,網傳一份疑似民進黨立委羅致政與總統蔡英文的私下對話錄音檔，羅致政昨天表示，音檔來源不明、非法變造，境外介選接二連三，且上傳來源很清楚來自境外，強烈譴責在野黨配合抹黑造謠。國民黨台北市議員、立委候選人游淑慧昨天在臉書粉絲團發文表示，她收到一份錄音檔，內容疑似深偽或偷錄羅致政和總統蔡英文的對話，這長達41分鐘的音檔「既沒營養又迷信」。羅致政下午在臉書粉絲團發布6點聲明，強調音檔來源不明、為非法變造，且針對他個人的介選操作接二連三，上傳來源很清楚來自境外，顯示是鎖定他為對象的境外介選操作。羅致政說，針對如此明顯的行為，期待國安及司法單位迅速處理，同時也希望媒體與民眾，不要觸法傳播來源不明及違法變造的內容。羅致政也強烈譴責在野黨政治人物，配合境外介選勢力抹黑造謠，並已請律師蒐集相關資訊追訴不法。,EBC
459,賴衝醫師選票「學」藍營！趙少康轟：執政八年做什麼｜東森新聞,https://news.ebc.net.tw/news/article/399910,2024-01-09 09:05:00,政治,大選倒數，趙少康8號下午南下南投，替自家立委候選人站台催票。談到最近「偏綠醫師倒戈」，他這樣說。國民黨副總統候選人趙少康：「就像那個松鼠在籠子裡，不斷的跑不斷的跑，不斷的跑就為那個點數。」趙少康點出醫護辛勞，但政府卻似乎沒看在眼裡，更拿出全台有30萬人持有醫師證照，但實際工作的卻只有18到19萬人。國民黨副總統候選人趙少康：「一塊點數就是一塊，你怎麼去給醫院打折呢。要讀一個醫要多困難，從中學開始那麼努力，然後考上醫學院讀七年，要做實習醫生做住院醫生。做主治醫生非常辛苦的，他應該得到，他應該有的這個辛勞的工價。」⊕2024總統立委大選◆倒數計時！即時選情報導！立刻看照理來說，健保點數一點就是一元，不過因為健保是總額預算制度，有額度上限，所以當服務量超出預期，點值就會低於1，反之服務量低於總額預算，點值就會大於1。不過近年台北區醫院，或中區醫院浮動點值僅有0.74至0.75。名醫洪子仁也喊話，以某醫學中心年申報點數60億來看，浮動點數從1變0.9，等於少了6億，若再縮水到0.85，別看0.05的差距，等於多了3億元的收入缺口。國民黨副總統候選人趙少康：「（若當選）行政院直接撥款給區域醫院以上的護理人員，大概有12萬人每個人1萬塊每個月。」國民黨體恤醫護，端出政見牛肉，綠營眼看「跑票了」，賴競總也火速跟進，說要朝1點1元目標邁進。國民黨副總統候選人趙少康：「那我就不懂啊，那你民進黨執政八年，你在做什麼呢。你賴清德也做了兩年的行政院長，四年的副總統，你又是醫生，你都不知道醫生的辛苦嗎。」面對過往偏綠醫師倒戈，賴清德似乎也慌了，選前倒數想衝選票才想到「醫護人員」，但就怕這選票已經拿不回來。,EBC
460,「管爺來了」輔選處女秀！批綠「吃銅吃鐵」：送侯進總統府｜東森新聞,https://news.ebc.net.tw/news/article/399943,2024-01-09 10:20:00,政治,"在現場喊出，12萬人的夾道簇擁之下，國民黨總統候選人侯友宜，黃金星期天選在高雄大造勢。主持人謝龍介：「侯友宜。」神秘嘉賓就是管中閔，這個擁抱是要討回公道的決心，被批是政治伸手校園的卡管案，永遠是管中閔的痛啊。前台大校長管中閔：「現在的執政黨，就是個吃銅吃鐵的黨，現在的民進黨，吃銅吃鐵，天上的光，天上的風，海裡的船，地上能走的不能走的，只要有利益他們就要吃。」第一次上台助選的管中閔，拜託民眾給侯友宜機會。前台大校長管中閔：「倒楣的就是我，他們沒有道德底線，論文抄襲對他們不是一件事，在外面""歪哥""的，對他們也沒有關係，越歪他們越喜歡。」對民進黨太失望，要給侯友宜機會，拚政黨輪替。前台大校長管中閔：「1月13日我們一心一意，送3號進總統府好不好。」管中閔喊話，113一心一意把侯友宜送進總統府。國民黨總統候選人侯友宜：「管校長要就任，換了三個部長，今天管校長他真的看不過去，不然他委屈太多年，他都不願意講。」心疼管中閔，痛批民進黨。國民黨總統候選人侯友宜：「新潮流吃銅吃鐵吃國家，用派系在治國，尤其政務官一堆，桃花四處開，上樑不正下樑歪，這種要怎麼治理國家，對不對。」下架民進黨，要組聯合政府。國民黨總統候選人侯友宜：「所有的在野黨的好朋友，組一個有權有責的聯合政府，這個聯合政府是全民共享。」113蔣經國逝世紀念日，侯友宜高喊，要用選票，對得起經國先生。",EBC
461,國民黨再批 賴美宅鄰「安平遊艇碼頭開發案」｜東森新聞,https://news.ebc.net.tw/news/article/399949,2024-01-09 10:40:00,政治,國民黨持續追查，民進黨總統候選人賴清德，在2021年購入的安平賴美宅，前面就是6600坪公園還有轉運站預定地，加上港濱歷史公園和林默娘公園，投資眼光精準。國民黨2024競選發言人凌濤：「竟然賴美宅旁邊還有安平遊艇碼頭的開發案，怎麼恰好跟捷運納前瞻的時間點幾乎重疊。」107年8月賴院長宣布，將捷運綠線納入前瞻二期特別預算，兩個月後亞果遊艇公司與臺灣港務公司和高雄港區土地開發公司簽訂，109年1月亞果公司投資案，環評審查通過，110年3月就購買安平區3200萬豪宅。國民黨2024競選發言人凌濤：「賴美宅距離新的，安平港遊艇碼頭開發案，距離僅僅1點多公里，開車6分鐘。」凌濤更進一步指出臺灣港務公司，發布遊艇碼頭開發案，直指呼應賴清德是否涉及圖利。國民黨2024競選發言人凌濤：「這整體的感覺像是量身打造的一個內容，賴清德難道你還要迴避嗎。」選戰進入倒數，國民黨呼籲民進黨，應儘速正面回應，賴美宅爭議。,EBC
462,批容積率太低 塭仔圳合法房屋自救會再陳情｜東森新聞,https://news.ebc.net.tw/news/article/399950,2024-01-09 10:45:00,政治,新莊泰山合法房屋自救會，居民齊聲喊口號，要求新北城鄉局出來面對。新莊泰山合法房屋自救會鄭先生：「我們市民有合理懷疑，我們新北市政府，因為吃不掉我們的土地，所以他技術性的把我們的容積率建蔽率壓低，讓我們房子價值變很低。」自救會表示，城鄉局給他們115%容積率，然而侯友宜家族在新莊，同樣屋齡60年的房地，容積率300是他們的3倍，質疑市府根本刻意打壓，老新莊人的祖產。新莊泰山合法房屋自救會會長張文娟：「我們的房子有多小你知道嗎，整個南亞新村100多戶都12坪，重蓋是6坪的1樓，請問你6坪的1樓，哪個建商會來蓋，我們以後怎麼住，我們不僅1樓，我們還滅路，他把我們門口的5條路都滅了，我們現在公車也沒了，將來沒有消防車沒有救護車。」居民直呼財產安全、居住權、通行權都沒了，更痛批侯友宜日前公開發言，說塭仔圳沒人抗爭根本就是謊言。新莊泰山合法房屋自救會會長張文娟：「你每天在電視講這些，我們越聽越難過，他說塭仔圳政績很好，因為他的政績是人民的血汗，我們的血淚耶，我們的房子是自己買的，不是政府的耶。」自救會提出，恢復合法房屋，原有的建蔽與容積率，主動公告權益與資訊等訴求，要侯市府還新莊居住正義。,EBC
463,被藍公布20部「清晰私密片」 羅致政：別讓中共介選得逞｜東森新聞,https://news.ebc.net.tw/news/article/399968,2024-01-09 12:48:00,政治,選戰倒數，國民黨中央再度公布，20部疑似是民進黨立委羅致政的私密影片，藍營質疑，如果這些影片是真的，民進黨主席賴清德，就應該呼籲羅致政退出這一次選舉，對此，實際致電給羅致政，他強調藍營並沒有所謂的新事證，同時重申，絕對不能讓中共網軍介選得逞，動搖國本。國民黨2024競選發言人凌濤：這一張這是道具，這是這位女性，這是男性的...一個畫面。20部被藍營聲稱是高清的男女歡愉片，藍營戰將當起影片研究家，以隱晦、暗示的言語，質疑畫面中被打馬賽克的男主角，就是擔任我國防外交的立委。⊕2024總統立委大選◆倒數計時！即時選情報導！立刻看國民黨2024競選發言人凌濤：「賴清德第一時間，不分真偽就護航，難道這就是你，民進黨的標準嗎，你必須先出來道歉，如果這影片被調查處，證明是真的，賴清德立即要求羅致政，退出這一次的立委選舉。」對此，羅致政第一時間強調，藍營的指控並沒有新事證，一切先交由檢調處理。而檢調能否趕在選前，說清楚講明白不知道，但刑事警察局已先捍衛綠委洪申翰的清白。國民黨2024競選發言人凌濤：「其實我們很早就接到洪申翰委員的爆料。」同樣深陷不雅影片風波的，還有民進黨現任不分區立委洪申翰，原來他被指控花錢與女性交流，但第一時間，他立即在臉書澄清，影片裡的男性明顯沒鬍子，而且身材也比本人瘦太多完全虛構，早在去年底報案。民進黨立委洪申翰：「還好我一直自我感覺良好，不輕易減肥跟刮鬍子，不然現在真的，跳到黃河都洗不清了。」但由於恐嚇罪犯是境外IP假帳號，警方甚至透過他的回信協助偵辦。只能說選戰倒數，綠營男立委紛紛被影射，有不當人與人的連結，但他們全都否認到底，反駁指控，彷彿在說，他們不僅能管得住自己的下半身，也能守住，在政壇的下半人生。,EBC
464,藍分進合擊！侯拋政見「高喊不廢死」 趙批賴打柯｜東森新聞,https://news.ebc.net.tw/news/article/399976,2024-01-09 13:26:00,政治,總統候選人（國）侯友宜vs．支持者：「給我一個總統侯友宜。」選戰倒數，侯友宜回防新北掃街，熱情支持者高喊侯友宜凍蒜。侯友宜：「侯友宜凍蒜。」支持者排成一條線揮舞旗幟，侯友宜更不忘致詞時，力挺自家小雞繼續連任。侯友宜：「我們這一棒就是要交給下一棒，這一棒還要交給更年輕的一棒。」⊕2024總統立委大選◆倒數計時！即時選情報導！立刻看侯友宜甚至抱起未來這一棒，狂拋育兒政見，瞄準親子票！侯友宜：「0歲到大學，我們都要好好地負起他們，養育以及成長的過程。」侯友宜猛拋政見，接著來到台北市車隊掃街前，先簽下反廢死公約，同時他的副手趙少康，猛打綠營執政，尤其趙少康拋出，健保1點1元支票，讓賴清德急喊，會和醫界共商，而衛福部長薛瑞元認為，實務上必須修法。國民黨副總統候選人趙少康：「你賴清德講了半天，衛福部長打你臉說不可能，衛福部他們，這些公務員做久了，腦袋就像那個混凝土一樣，他怎麼知道我會跳票，他是我嗎我講總有辦法的。」不只如此，趙少康也緊咬高端合約何時能解密！趙少康：「狗咬狗一嘴毛，到底誰咬誰，行政院長陳建仁去立院報告，以為今天會公布（高端），然後最後由高端決定，愈是這樣愈讓大家，懷疑裡面有貓膩。」趙少康也開酸，綠委深陷不雅影片風波。趙少康：「這當然政府介選，政府本來應該公布，他不公布然後不該公布的，公布一大堆。」最後趙少康也在選前，這樣評價柯文哲。趙少康：「柯文哲個性是很特別，非『常人』，不是一般人，他比如說，當了8年的台北市長，換了113個局處首長，用人實在是很不穩定，他自己也很不穩定，那不過…他雖然，不適合做國家領導人，但是我們聯合政府裡面，他可以有一定的貢獻。」選戰倒數，侯康分進合擊。,EBC
