system_id,dataSource,artUrl,artDate,artTitle,artContent,sub_media
484,ltn,https://ec.ltn.com.tw/article/breakingnews/4530626,2023-12-24 08:48:42,印尼中資青山不鏽鋼廠爆炸 至少12死39傷,"印尼青山不鏽鋼有限公司（PT Indonesia Tsingshan Stainless Steel）旗下的一座工廠發生爆炸，至少12死39傷。（圖擷取自X平台影片）
〔中央社〕印尼中蘇拉威西省（Central Sulawesi）莫羅瓦利工業園區（Morowali Industrial Park）的官員表示，一座中國出資的鎳加工廠今早發生爆炸，造成至少12人死亡、39人受傷。
法新社報導，工業園區發言人德地（Dedy Kurniawan）發布聲明說，事發時間為今天清晨5時30分左右，地點在印尼青山不鏽鋼有限公司（PT Indonesia Tsingshan Stainless Steel）旗下的一座工廠。
德地指出：「目前受害人數共51人，其中12人死於這次事故，其餘39人輕重傷，正在接受治療。」
聲明提到，死者包含7名印尼人，還有5名外籍工人，但未說明他們的國籍。
德地還說，初步調查顯示，爆炸發生時正在進行熔爐維修作業，卻不慎引燃易燃液體，隨後的爆炸也引爆附近氧氣筒。 
    一手掌握經濟脈動",ec
485,ltn,https://ec.ltn.com.tw/article/paper/1622472,2023-12-24 21:30:00,蔡政府7年還債7960億 創新高,"政府七年來已實質還債7960億元，目前中央政府債務比率降至27.2％，創23年新低。（法新社）債務比率降至27.2％〔記者鄭琪芳／台北報導〕台灣經濟成長帶動稅收成長，加上政府加強債務控管，政府財政持續改善。財政部表示，這幾年國內經濟快速成長，帶動稅收增加，政府更有餘裕造福國人，同時仍嚴守財政紀律，減少舉債、積極還債，七年來已實質還債七九六○億元，且近六年原編列舉債預算六五五六億元全數未舉借，目前中央政府債務比率降至二十七．二％，創二十三年新低。財政部說明，中央政府總決算已連續六年歲入歲出有賸餘，不僅每年依法全數執行債務還本，更適時增加還本，七年來已實質還債七九六○億元，其中二○一八至二○二三年因稅收執行良好，原編列舉債預算數合計六五五六億元全數未舉借。根據統計，蔡政府上任後，截至今年十一月底，中央政府一年以上債務餘額占前三年GDP（國內生產毛額）平均數比率從三十三％降至二十七．二％，且遠低於二○一二年的高峰三十六．三四％，蔡政府執政債務僅淨增加四二○○億元，遠低於馬政府任內的一兆七三四四億元。另外，中央也積極協助地方改善財政狀況，截至十月底，地方政府債務比率從五．四％降至三．一％；政府整體債務不僅持續下降，且明顯優於美、日、德等G20國家。財政部表示，這些財政健全的好成績，世界也有目共睹，二○二一、二○二二年國際三大信評機構穆迪、惠譽、標準普爾陸續調升我國主權信評或給予正向評價；且瑞士洛桑管理學院「二○二三年世界競爭力年報」，我國「財政情勢」從第十名大幅進步到第六名，可見台灣債務控管表現獲國際肯定。 
    一手掌握經濟脈動",ec
486,ltn,https://ec.ltn.com.tw/article/paper/1622473,2023-12-24 21:30:00,中企倒閉頻傳 勞工維權案翻倍,"中國疫後經濟復甦不如預期，根據香港非政府組織「中國勞工通訊」（CLB）統計，今年前11個月，中國工人發起的維權事件已達1632件，較去年同期激增約112%。（取自CLB）〔編譯盧永山／綜合報導〕美國之音報導，中國疫後經濟復甦不如預期，大量企業訂單銳減、面臨倒閉，工人被欠薪的情況時有所聞，被迫走上維權之路。根據香港非政府組織「中國勞工通訊」（CLB）統計，今年前十一月，中國工人發起的維權事件已達一六三二件，較去年同期激增約一二○％。CLB指出，中國數個沿海省份的製造業近來爆發倒閉潮，工人不滿遭裁員和減薪，因而發起抗議行動；下半年情況更加嚴重，十月維權事件就達二二六件，為CLB開始記錄以來單月最高。CLB表示，中國每個省市都有勞工維權個案，以工廠最多的廣東省較多，將近有三○○件；而在今年的維權事件中，與製造業和建築業有關的合計占逾四分之三。由於情況越來越嚴重，中國不少企業早在十月左右就讓員工提前放假。位於廣東省佛山市的大瀝青通鋼化玻璃有限公司近日公告，因經濟低迷和市場需求持續下滑，決定從十二月十一日起讓員工放假，明年三月十一日才復工。中國時事觀察員王劍表示，中國工人普遍收入很低，很難有多餘的錢儲蓄，因此必須每月拿到足夠薪資才能維持開銷和供養老家親人，拿不到錢就會抗議，那些放長假的員工很可能因薪資、失業等問題走上維權之路。CLB研究員周艾丹表示，過去三年疫情期間，中國工人的維權件數屢創新低，因當時即使因封城等措施導致失業，工人還會體諒這不是企業老闆的問題，且可兼差快遞或到方倉醫院上臨時班，暫時解決失業問題；但疫情結束後，就算可以復工，也因訂單大減導致欠薪情況加劇，工人只能上街維權。此外，因中國地方政府債台高築，今年也出現不少公務員的維權事件，王劍認為，這是北京當局面臨的嚴重政治危機。 
    一手掌握經濟脈動",ec
487,ltn,https://ec.ltn.com.tw/article/paper/1622474,2023-12-24 21:30:00,中國不可測 外企買無政治風險保單,"保險公司幾乎全面停止為在中國的外商承保新保單。（路透）〔編譯魏國金／綜合報導〕近年來中國經商環境急速惡化，外企面臨的各類風險遽增，頭號風險是不可預測性。「外交政策」專欄作家布勞指出，這使得提供政治風險保單的六十家保險公司中，幾乎全面停止為在中國的外商承保新保單，四、五家仍提供該保單的業者，保額也從幾年前的二十億美元降至不超過五千萬美元，遠低於多數外企資產。少數承保者大砍保額、條件嚴苛美國之音報導指出，專注中型市場的RSM US管理顧問公司分析師多拉德說，過去二十年向他諮詢的企業中，有三分之一前往中國投資或拓展業務；但如今外企力求降低中國風險，一家汽車零件商尋求協助，希望三年內徹底撤出中國，即使目前還找不到能完全取代中國的地方。美國企業研究所資深研究員布勞指出，中國最大的風險在於不可預測性，西方企業憂心隨時成為中國政府的報復目標。她指出，這些打擊不僅與中國的反間諜法有關，「每當中國政府想要報復西方時，都可能將在中國營運的西方公司做為替代目標」。一名保險業者說，企業尋求保險以因應中國政治風險的趨勢加劇，「但我們卻目睹業界的興趣大幅萎縮」，投保多年的公司或許可以繼續適用，但需要新保單的公司則難以找到承保單位；少數承保單位儘管願意銷售該保單，但設定嚴苛條件，且僅向他們評估為極良好產業的公司提供。布勞指出，政治風險保險是全球化經濟命脈，可以保護企業免受到從徵用、政治干預、政變到戰爭等各種政治事件的影響，讓企業有信心在非自由民主體制的市場上投資和經營。在全球化最和諧的年代，該保單需求下降，但近年上升，數據顯示，去年大型企業購買政治風險保險的比率從二○一九年的二十五％暴增至六十八％。 
    一手掌握經濟脈動",ec
488,ltn,https://ec.ltn.com.tw/article/paper/1622475,2023-12-24 21:30:00,禁唱衰經濟 中國至少8分析師遭噤聲,"中國一些最知名的財經專家開始從社群媒體上消失，顯然是北京限制他們評論中國低迷的經濟與股市所致。（歐新社）〔編譯魏國金／綜合報導〕美國有線電視新聞網（CNN）報導，中國一些最知名的財經專家開始從社群媒體上消失，顯然是北京限制他們評論中國低迷的經濟與股市所致。經檢視帳號頁面，至少六名專家無法上傳新貼文或獲得新追蹤者；若加上其他媒體的統計，至少有八人遭禁言。報導指出，其中一人是一九九○年代協助中國草擬證券法的中國政法大學資本金融研究院院長劉紀鵬，他最近呼籲散戶不要投資中國股市；自本月初，他就沒有在社群媒體發文，用戶也不能關注其帳號。當CNN試圖在抖音、今日頭條等應用程式關注他的帳號時，得到的訊息是「由於違反平台規則，因此無法關注該用戶」。華府智庫詹姆斯敦基金會高級研究員林和立指出，中國經濟一團糟，習近平領導階層毫無頭緒；因此，他們的應對措施就是讓評論人士保持沉默，「北京擔心越多唱反調的人散播負面情緒，將進一步使消費者信心下跌」。然而，倫敦大學亞非學院教授曾銳生說：「中國政府對批判性的經濟分析越是審查，西方投資人就對中國經濟越憂心。」目前遭網路禁言的分析師，包括深圳東方港灣投資管理公司董事長但斌、投資研究機構格隆匯創辦人陳守紅（格隆），以及之前幾乎天天針對中國股市與政府救市不力發文的評論家洪榕，他最後一篇在微博上的貼文是「我提醒自己，發言再嚴謹一些、不挑事、不添亂，給人啟迪、不助長焦慮」。另據自由亞洲電台統計，其他遭封殺的還有知名評論家水皮、經濟學者馬光遠、財經作家吳曉波、原中金財富證券資深投資顧問徐曉宇。 
    一手掌握經濟脈動",ec
489,ltn,https://ec.ltn.com.tw/article/paper/1622476,2023-12-24 21:30:00,〈財經週報-2023 10大財經新聞〉台灣人均GDP超車南韓 台股指數超越港股,"台股指數11月29日正式超車港股，為近31年來首見。（資料照，中央社）暌違20年，台灣人均GDP正式超車南韓！根據南韓官方資料，2022年南韓人均GDP（國內生產毛額）為3萬2,410美元，我國2022年人均GDP則為3萬2,625美元。南韓人均GDP正式被台灣超車，為2003年來首見。主計總處官員表示，近幾年台灣經濟成長率較高，加上韓元貶值幅度較大，南韓人均GDP因此被台灣超車。台灣人均GDP於2003年被南韓超車後，自此落居亞洲四小龍之末，但這幾年台灣與南韓人均GDP差距持續縮小。國際貨幣基金（IMF）2021年10月預測，2025年台灣人均GDP將超過南韓；2022年10月更新預測，2022年台灣人均GDP同時超車南韓及日本，不過，目前台灣人均GDP仍落後日本。另，今年11月28日台灣加權指數盤中一度超越香港恆生指數，29日台股延續多頭氣勢，終場小漲29點、收在1萬7,370點，港股則受中國股市收低拖累，終場重挫360點、收在1萬6,993點，台股正式超車港股，為近31年來首見。國發會報告指出，近幾年台灣經濟表現優異、產業位居全球供應鏈關鍵地位，自2016年蔡總統上任以來，台股漲幅逾100%，不僅明顯高於2008至2016年馬政府時期負成長6.1%，也優於亞鄰國家，漲幅高於日本的97%、南韓的31.6%、新加坡的12.8%、中國的4.3%，港股則下跌15.4%。因此，台股與港股出現「黃金交叉」，目前台股高出港股約千點。（記者鄭琪芳） 
    一手掌握經濟脈動",ec
490,ltn,https://ec.ltn.com.tw/article/paper/1622477,2023-12-24 21:30:00,〈財經週報-時事求是〉告別2023,"台股今年截至聖誕節前已上漲超過24%，距離歷史高點僅約5%。
（資料照，中央社）■魏錫賓過去一年的經濟發展，就像過去那樣地動盪多變。物價雖繼續由高點向下修正，但升息的作用仍然在發酵，消費、貿易大受影響，與其他政經大事共同鋪陳出2023年的實體經濟與金融市場的表現。2023年服務價格雖尚有往上趨勢，但能源價格不再創新高，成為逐漸去通膨的一年，但各國央行為了壓制物價而從2022年起快速拉高的政策利率，繼續發揮作用，國內消費、投資不振，使歐盟多個會員國經濟受到衝擊。國際貨幣基金（IMF）調降2023年全球經濟成長率至3.0%，遠低於2000至2019年間20年的平均值3.8%。物價影響的不只是國內狀況，國際貿易一樣受到波及。根據世界貿易組織（WTO）10月5日的估計，2023年的全球貿易成長率僅有0.8%，遠低於4月時估計的1.7%，再度回到肺炎疫情之前2019年的低迷狀態。除受景氣影響外，也受地緣衝突壓抑，貿易對多數國家來說，暫時不再是帶動成長的動能；不過，包括台美在內，正串連新的貿易通道，可望重塑貿易新貌。外在環境對各國經濟有不同的影響，2023年也成為大國分道而駛的一年。2021年中之後物價開始大漲，但美國經濟意外強勁，2023年未受高利率壓制，消費信心帶動成長，道瓊工業指數也在年底前再創歷史新高；而至10月止，消費者物價指數（CPI）年增率累計達3.4%的日本，物價膨脹率雖連續2年超過目標水準，依然沒有緊縮貨幣政策的決定，挾著股市回到1990年後的高點的衝勁，有如在失落30年後回到國際競技場。相對地，中國官方經濟數據雖然亮眼，但內外需求暗潮洶湧，股市從2007年後失落至今，上證指數不及當時的一半，2023年且逆勢下跌。台灣經濟在疫情中特別突出，奠定再發展的基礎。主計總處今年雖連續4次下修2023年經濟成長率至1.42%，但反映未來景氣的股市先在2022年下跌約22%後，2023年截至聖誕節前已上漲超過24%，距離歷史高點僅約5%。疫情中的表現優異與相對穩定的新台幣，使台灣成為可靠的投資市場，人均GDP超越南韓、上市加權股價指數也贏過港股。2024年台、美都將選出新總統，將理出新的政策與國際交往的契機，對經濟有新的影響；然而，一年來的美元指數雖依然強勢，在波動後卻幾乎回到去年底的起點，油價經過幾番波折，也再度跌回到2022年的低點。在經濟發展的過程中，有些會永久改變，有些則自然進入循環中。2023年是生活加速恢復常態的一年，但不只是生活，政經發展都要在奇異旅程後回歸現實。俄烏戰爭膠著、以色列哈瑪斯衝突難歇，地緣政治依舊是關鍵字；不過，降息已代替升息，成為投資討論區的熱門議題，電子大廠經營者關注的重心，也由去年底開始的庫存，改為現在的AI。新的一年將開始，如同以往一樣，大家都可以有新的希望。 
    一手掌握經濟脈動",ec
491,ltn,https://ec.ltn.com.tw/article/paper/1622478,2023-12-24 21:30:00,〈財經週報-2023 10大財經新聞〉稅收超徵創紀錄 全民普發6千元,"中央政府超徵稅收3,800億元，其中普發現金6,000元，創下先例。（資料照）由於2021年經濟成長率6.62%，企業獲利大幅成長，挹注2022年稅收表現，2022年全國稅收實徵數超出預算數逾5千億元，創下歷史新高。為此，蔡政府今年初提出「疫後強化經濟與社會韌性及全民共享經濟成果特別條例」，將中央政府超徵稅收3,800億元用於普發現金、挹注勞健保、強化經濟韌性等，其中普發現金每人6,000元，創下先例。普發現金發放對象有4大類，包括我國國民（含今年底在國內出生並領有出生證明的新生兒）、駐外人員及其眷屬、外籍配偶（含中港澳）取得居留許可者、以及持永久居留的外國人。至於發放方式則有「登記入帳」、「ATM領現」、「郵局領現」、「直接入帳」及「造冊發放」5種，分流發放方式也是首見。財政部預估2,355萬人可領6,000元，截至今年10月底領取期限止，約7萬人未領取。另外，今年10月至12月出生的新生兒，領取期限至明年1月31日止；財政部表示，根據統計，每月新生兒約1.1萬人，但截至11月底只有1萬多人領取，領取率不到5成。除了普發現金6,000元之外，蔡政府在疫情期間還發放3倍券（1,000換3,000）及5倍券，累計蔡政府任內已普發每人1萬3,000元，反觀馬政府任內只發放一次消費券3,600元。（記者鄭琪芳） 
    一手掌握經濟脈動",ec
492,ltn,https://ec.ltn.com.tw/article/paper/1622479,2023-12-24 21:30:00,〈財經週報-2023 10大財經新聞〉囤房稅2.0三讀 明年7月上路,"「囤房稅2.0」稅率基準出爐，建商餘屋持有超過5年稅率4.8%。（記者鄭琪芳攝）為健全房市發展，財政部9月提出「房屋稅條例修正草案」（囤房稅2.0），立法院12月19日三讀通過，2024年7月上路，2025年5月開徵。「囤房稅2.0」將單一自住房屋（排除豪宅）稅率由1.2%降至1%，非自住住家用房屋（除特定房屋外）由1.5%~3.6%調高為2%至4.8%，改採全國歸戶、全數累進，且各縣市均應參考財政部公告基準訂定差別稅率。財政部初步擬訂稅率基準，全國22縣市分成3組，六都為甲組，非自住房屋適用稅率3.2%起跳，2戶以內3.2%、7戶以上4.8%；乙組含新竹縣市、宜蘭、苗栗、彰化、雲林、屏東縣，1戶以內稅率2.8%、7戶以上4.8%；丙組含嘉義縣市、基隆、南投、台東、花蓮、澎湖、金門及連江縣，2戶以內稅率2.8%、8戶以上4.8%。另，出租申報達租金標準、繼承取得共有房屋，適用稅率1.5%~2.4%；建商餘屋則按持有期間適用差別稅率，且全國一體適用，1年以內稅率2%、1~2年2.8%、2~4年3.6%、4~5年4.2%、超過5年4.8%。財政部估算，單一自住稅率調降，約310萬戶受惠、稅收減少23億元；非自住稅率調高，約89萬至128萬戶受影響，稅收增加45億至55億元；限縮低價房屋免稅，約7.8萬戶受影響，稅收增0.7億元。合計310萬戶減稅、135.8萬戶加稅，約445.8萬戶受影響，稅收增22.7億至32.7億元。財政部表示，若縣市按公告基準訂定差別稅率，仍造成稅收損失，將由中央補足；若縣市未訂定差別稅率，按公告基準課徵。（記者鄭琪芳） 
    一手掌握經濟脈動",ec
493,ltn,https://ec.ltn.com.tw/article/paper/1622480,2023-12-24 21:30:00,〈財經週報-2023 10大財經新聞〉平均地權條例修正 預售屋解約增,"「平均地權條例」修正案今年7月上路，部分預售建案出現解約戶。
（記者徐義平攝）被房產業者稱為史上最嚴厲的打炒房措施的「平均地權條例」修正案，今年7月上路，預售屋已購戶除二等親與特殊狀況外全數禁止轉售，還有私法人購屋採許可制等兩大招，直接讓炒房投機客出場、豪宅買氣降溫，甚至部分預售建案還出現解約戶。馨傳不動產智庫執行長何世昌分析，資本市場最高守則就是「獲利」，千方百計打投資客恐收效甚微，因為投資客沒有死，只是轉移陣地而已，從預售轉移至中古屋市場的跡象相當明顯，目前預售高總價市場的確「死透」，但成屋低總價市場卻活蹦亂跳，利弊得失之間難以論斷。《住展》雜誌企研室經理成采錡表示，「平均地權條例」修正案7月上路，但修法對於市場信心面影響最大的時間點則是今年第1季，1月初立法院三讀通過時，新建案市場趨於觀望，尤其新竹地區的房市明顯降溫。後來限制換約並不溯及既往確定後，第2季新建案市場逐步回溫，建商推案信心提升，投資置產族也重拾進場底氣，第2季持續出手購入低首付的預售案；6月中下旬修正案上路前，出現一波預售屋及豪宅的上車潮，使當月預售屋實登成交量來到今年最高量，是該修法對市場買氣最明顯的影響。至於下半年房市，因房市買賣雙方觀察新制影響，7月市況出現降溫，但7月中新青安貸款消息傳出後，已觀望一段時間的民眾受到鼓舞，尤其新建案總價帶落在1千萬元左右的住宅詢問度相當高；8月新青安上路後，自住客相繼進場，相對低總價住宅買氣穩健。至於置產客，部分為短期投資客轉型而來，將前幾年在房市的獲利投入工業區、產業園區周邊的低首付預售案，計畫房屋落成後，在房地合一2.0閉鎖期內，出租賺租金，5年後再轉手獲利。（記者徐義平） 
    一手掌握經濟脈動",ec
494,ltn,https://ec.ltn.com.tw/article/paper/1622516,2023-12-24 21:30:00,風險控管發威 銀行警示帳戶成長率降至32％,"針對我國金融機構防杜人頭帳戶與阻詐措施，金管會強調，已經明顯見成效。（記者王孟倫攝）22個月來 臨櫃攔詐104億〔記者王孟倫／台北報導〕金管會昨表示，由於銀行積極強化各項風險控管機制，國內警示帳戶數成長率明顯趨緩，由二○二一年最高峰六十％，截至今年十一月底已降為三十二％；此外，銀行臨櫃關懷客戶攔阻詐騙案件，近一年十個月合計攔阻一○四億元。金管會表示，警示帳戶累積數雖有增加，但在金管會督促銀行強化各項風險控管機制，透過強化開戶審查程序（KYC）、提升異常金流偵測效能、對疑涉不法帳戶加強與檢警聯防等三措施，警示帳戶數成長率明顯趨緩。此外，金管會依「打詐綱領一．五版」規劃，在六大面向均有明顯成效，包括一年多來銀行臨櫃關懷客戶攔阻逾百億元；金警合作建立三十種風險態樣強化偵測；導入科技防詐；修法從平台等源頭阻斷投資詐騙廣告；強化監管虛擬資產交易平台業者；強化第三方支付業者虛擬帳號管控等。 
    一手掌握經濟脈動",ec
495,ltn,https://ec.ltn.com.tw/article/paper/1622456,2023-12-24 21:30:00,〈財經週報-財經焦點〉櫃買資訊服務再升級 輕鬆掌握投資脈動,"櫃買中心推出提供一站式整合資訊的中英文「市場訊息中心」（Market InfoHub）及「ETF訊息中心」（ETF InfoHub），並上線「接軌IFRS永續準則專區2.0版」。（櫃買中心提供）記者高嘉和╱台北報導上櫃公司基本面表現穩健，帶動櫃買市場交投熱絡，櫃買指數屢創今年新高，帶動外資買超上櫃股票金額。為加速櫃買市場及上櫃公司國際能見度，同時呼應投資人對於櫃買市場公司及商品資訊之需求，櫃買中心12月25日正式啟用升級資訊服務功能，同步推出提供一站式整合資訊的中英文「市場訊息中心」（Market InfoHub）及「ETF訊息中心」（ETF InfoHub），並上線「接軌IFRS永續準則專區2.0版」。三主題網站 一站式整合服務櫃買中心表示，三個主題網站皆同時具備「一站式」整合服務、單一個股或商品綜合資訊及「視覺化」等功能，以兼具資訊搜尋便利性、資訊統計有用性及資訊更新即時性等目標建構，可望成為投資人不可或缺的投資決策利器。「市場訊息中心」以視覺化圖表呈現關鍵數據，挑選熱門櫃買官網統計數據與即時基本市況報導網站資訊，包含櫃買市場指數表現、三大法人買賣超、信用交易、鉅額交易及各項買賣成交排行訊息，同時串聯投資人高度仰賴的公開資訊觀測站，搭配重大訊息、獲利能力表現與近期法說會資訊等，一次提供全方位投資決策重要資訊，提升投資人市場資訊使用體驗。「ETF訊息中心」同樣透過視覺化分析工具呈現上櫃ETF市場統計資訊，投資人可在此獲取上櫃ETF之資產規模、成交金額及受益人數等資訊及變動情形；ETF投資篩選器則讓投資人可依據自身需求，透過篩選功能挑選出適合自身之ETF參與投資，篩選主題包含ESG、大型權值、科技主題、電信通訊、醫療製藥、投資等級債、主權債、銀行債、新興市場債、全球債、10年期以上債及20年期以上債等，投資人可透過ETF訊息中心輕易找到債券ETF商品之最新訊息，以掌握市場投資脈動。「接軌IFRS永續揭露準則專區」則係櫃買中心配合金融監督管理委員會於今年8月發布「我國接軌IFRS永續揭露準則藍圖」，即推出之永續資訊一站式整合服務。櫃買中心作為企業邁向永續之路的陪跑者，本次推出升級之「接軌IFRS永續揭露準則專區2.0版」，主要新增客製化查詢單一公司專屬路徑圖之功能，協助上市上櫃公司了解其永續報告書、溫室氣體盤查及確信、接軌IFRS永續揭露準則，暨董事會不同性別董事不得少於1人，以及獨立董事人數不得少於董事席次1∕3、獨立董事連續任期不得超過3屆等各項政策之法規適用及揭露時程。使用者只需輸入股票代號，即可產製出專屬路徑圖，亦可將查詢資料輸出為單一檔案方便使用；此外，也新增如何查詢SASB產業類別之連結說明，協助公司及早因應且妥善規劃。￼ 
    一手掌握經濟脈動",ec
496,ltn,https://ec.ltn.com.tw/article/paper/1622457,2023-12-24 21:30:00,〈財經週報-財經焦點〉公股第一家 華銀培養RFA專家團隊,"華南銀行財富管理部經理黃守良（中）率領華南銀行新科持證人參與「RFA退休理財規劃顧問」授證典禮。（華南銀提供）記者高嘉和╱台北報導因應台灣少子化、高齡化社會樂齡退休的理財規劃需求，華南銀行每年開辦「退休理財顧問」（Retirement Financial Advisor；簡稱RFA）認證教育訓練課程，為首家導入RFA的公股銀行，目前全行取得RFA證照人數逾700人。同時，為彰顯財富管理品牌優質形象，塑造財富管理業務之專業典範，華南銀行亦辦理「國際認證理財規劃顧問」（Certified Financial Planner；簡稱CFP）課程專班，今年再添17位CFP有效認證人，目前有逾151位同仁取得CFP證照，成為銀行同業中取得CFP證照超過150位以上的五家銀行之一，蟬聯公股銀行中取得CFP認證人數之冠殊榮，全行共逾800位具專業證照的理財專家團隊，可為客戶提供專屬的理財及退休規劃專業建議。華南銀行基於品牌信譽，深耕財富管理業務，並榮獲第20屆國家品牌玉山獎–最佳人氣品牌類「智能投資–好基智」與財訊2023年「財富管理大獎「最佳理專團隊獎」及「最佳數位金融獎」等殊榮，顯見華南銀行財富管理及數位創新受到國家及各方肯定。華南銀行致力提升全行行員理財專業、培養RFA及CFP專業人才，將持續鼓勵員工積極考取專業證照，以建構從客戶需求出發、規劃量身適合之金融產品的專業理財團隊，成為客戶最堅實的財富管家，持續締造財富管理領域最高榮耀。￼ 
    一手掌握經濟脈動",ec
497,ltn,https://ec.ltn.com.tw/article/paper/1622458,2023-12-24 21:30:00,〈財經週報-2023 10大財經新聞〉台美21世紀貿易倡議 簽署首批協定,"台美21世紀貿易倡議6月簽署首批協定。（行政院經貿辦提供）台美關係升溫且深化，自去年6月台灣與美國宣布啟動「台美21世紀貿易倡議」，時隔一年歷經視訊、實體會議後，於今年6月簽署首批協定，內容涵蓋關務行政及貿易便捷化、良好法制作業、服務業國內規章、反貪腐、中小企業等5項議題。行政院經貿談判辦公室政委鄧振中日前指出，台美雙方目前已經進入第二階段協商，觸及範圍包括農業、勞工、環境等三大主題，實體會議將於台北舉行，但雙方尚未敲定時間；第三階段則會進入更複雜的標準、數位貿易等議題。對於首批協定已簽署近半年，鄧振中說明，因資訊蒐集與行政作業流程問題，沒有外界所謂卡關問題。而總統蔡英文將在明年5月20日卸任，外界認為是台美21世紀貿易倡議談判完成的時間點，但鄧振中強調沒有設限。台美雙邊自2022年6月1日啟動21世紀貿易倡議，議題涵蓋12項，包含貿易便捷化、法規制定、農業、反貪腐、中小企業、數位貿易、勞工、環保、標準、國營企業、非市場經濟及服務業國內規章。雖然台美21世紀貿易倡議不涉及關稅，但渴望深化台美關係，官方期待透過「堆積木」效果，朝向簽訂台美雙邊貿易協定（BTA）、自由貿易協定（FTA）目標邁進。鄧振中先前接受外媒專訪時也透露，期待能和美國洽談市場准入議題，也就是進行關稅協商。（記者林菁樺） 
    一手掌握經濟脈動",ec
498,ltn,https://ec.ltn.com.tw/article/paper/1622459,2023-12-24 21:30:00,〈財經週報-2023 10大財經新聞〉AI熱潮延燒 台廠供應鏈進補,"輝達今年股價狂飆超過200%，台廠供應鏈直接受惠。（資料照，路透）受到人工智慧（AI）熱潮延燒，輝達股價年初迄今狂飆超過200%以上，台廠供應鏈直接受惠，台股跟著美股一起走高。根據統計，在新興亞股指數中（不含日股），今年以來台股漲幅超過24%排名第一，吸金程度則是第三名，台股表現超亮眼。根據最新統計，今年截至12月15日止，最「吸金」的亞股是印度，外資買超183.6億美元，其次是南韓84.6億美元及台股34.6億美元；若以「股市漲幅」來看，亞股中以台股漲24.7%最強，再來是印度的17.49%及南韓的14.87%。法人分析，今年只要是沾上「AI概念」皆不乏有表現機會，從ASIS的創意(3443)、世芯(3661)，到伺服器廣達(2382)、緯創(3231)，主機板的華碩(2357)、技嘉(2376)，還有PCB金像電(2368)、機殼族群的勤誠(8210)、偉訓(3032)，散熱的奇鋐(3017)、雙鴻(3324)、廣運(6125)，以及網通股智邦(2345)、華晶科(3059)等，近期則換AI PC題材的宏碁(2353)、仁寶(2324)狂飆。法人認為，台股11月大漲後，12月後雖然一度漲勢趨緩，但在獲利了結賣壓後，外資再度回頭加碼台股。整體而言，產業及個股表現上呈現輪動，2024年高成長性的產業，除AI、電力改革等長線趨勢股之外，其他落後補漲以及新科技等題材類股，舉凡低軌衛星、網通Wifi7、邊緣AI、矽光子等則更受市場青睞，表現也相對亮眼。（記者張慧雯） 
    一手掌握經濟脈動",ec
499,ltn,https://ec.ltn.com.tw/article/paper/1622460,2023-12-24 21:30:00,〈財經週報-2023 10大財經新聞〉中國房市連環爆 重創經濟及股市,"建商碧桂園爆發違約，重創中國經濟和股市。（資料照，路透）為了打擊建商的過度借貸和建設，中國領導人習近平在2020年8月祭出所謂的「三條紅線」政策，未料竟成中國經濟的催命符，包括中國恆大集團、碧桂園等龍頭建商相繼爆發債務違約，進而波及上下游供應商和週邊產業。由於房地產相關產業占中國GDP（國內生產毛額）約1∕4，7成家庭的財富與房地產綁在一起，房價重挫傷害消費者、企業和投資人信心，中國經濟和股市遭到重創。「三條紅線」政策實施後，中國許多建商因無法取得低利資金，導致週轉資金短缺，資不扺債的建商措手不及，開始陷入經營困境，加上房市長期供過於求，處處可見滯銷的餘屋，終於點燃房市泡沫化的危機，2022年中國恆大率先爆發違約，碧桂園也緊接在後出現違約。中國建商陷債務危機，下游的水泥製造、設計、家具、家電等行業都受到波及，規模2.9兆美元的信託產業更被視為下一個會爆雷的行業。中國最大民營財富管理公司中植集團旗下中融信託8月爆發產品逾期兌付危機，就是因為過度投資房地產所致。彭博經濟研究指出，房價每下跌5%，中國住房財富就會消失19兆人民幣（約83兆台幣）；到2026年，房地產總值占中國GDP比重將由目前約20%萎縮到約16%，導致約500萬人口面臨失業或收入降低的風險，占都會勞動力人口約1%。（編譯盧永山） 
    一手掌握經濟脈動",ec
